Palabra, Ocurrencias
hiperion,0
palace,0
hist,0
historian,0
historicall,0
impression,1
hive,0
hoar,1
hoarsest,0
york,1
nurse,0
hoisting,0
singing,1
holborn,0
mab,0
embarrassing,1
adams,0
hold,20
holder,4
nam,0
capitalization,0
holdst,0
nightcap,2
horny,1
plane,0
scholler,0
holidam,0
plundge,0
holie,0
hollow,2
unrelished,0
holly,7
home,29
overlap,0
paler,0
genoa,0
homeless,0
stagnant,1
homeward,1
honest,2
village,0
honester,0
honestie,0
watery,0
detract,0
jury,0
honestly,0
traces,0
honeysuckle,0
honourably,0
honouring,0
suddenness,0
honye,0
ye,3
hoo,0
leonora,0
hood,3
shrowding,0
jaw,2
hoof,0
piety,0
hoofs,0
wick,0
hook,1
vague,1
37,2
hoopes,0
online,6
hoorde,0
paltry,0
hooroar,0
dancing,0
pet,0
exalted,0
hopeful,1
factor,0
intensified,0
none,4
hopeless,0
misanthropic,1
hoping,0
horat,0
dram,0
horizontal,0
perceive,0
horrible,2
masquing,0
horridly,0
regard,3
implored,0
horror,6
heir,1
perusall,0
horse,5
horson,0
hose,0
aloft,0
hosi,0
giddily,0
incurr,0
peeuish,0
hospital,1
hostile,0
hot,9
despairingly,1
fight,1
hotel,0
scarce,0
houer,0
hound,0
hounsditch,0
houre,0
providing,1
lessen,0
apparel,1
hourely,0
house,39
fairness,0
housebreak,0
housebreaker,0
paris,0
arbitrary,0
aversion,0
housebreaking,0
untread,0
eyeing,0
deductible,1
household,1
juice,0
housekeeping,0
opportunity,3
houses,0
housewife,0
changele,0
hovel,0
rerule,0
endeavour,7
howl,1
mostly,0
howsoeuer,0
repeople,0
pulpy,1
htm,1
html,0
furnace,0
mangy,0
huddle,0
border,9
nere,0
dwarf,0
hue,0
hues,0
sickly,0
hug,2
hugg,0
hullo,0
tial,0
grab,0
hum,1
humane,0
embellish,0
likes,0
bow,3
humanising,0
occasionally,0
humanity,1
humbleness,0
onset,0
humbug,9
rosincrance,0
modify,1
humiliated,0
corroborative,0
mill,0
fresher,0
humour,6
humourous,0
humourously,0
knocked,1
clung,2
blunder,0
confidential,1
hunchback,0
hungering,0
speake,0
izaak,0
hungry,2
venus,0
languidly,0
hurdle,0
conweniency,0
inheritor,0
deeme,0
overcharge,0
yourn,0
hurl,0
hurriedly,0
finesse,0
hurrying,0
sinecure,0
freely,5
hurt,1
husband,3
usefulness,1
griping,1
husbandry,0
hush,1
hushing,0
bait,0
husky,0
unprofitable,1
france,0
hut,1
indifference,0
hutche,0
huzzah,0
oak,0
waggon,1
hyde,0
hyes,0
hypertext,1
hypocrite,0
yerself,0
region,1
hyrcanian,0
hyre,0
hysteric,0
hysterically,0
shower,1
preserue,0
identify,1
fighting,0
icicle,2
suction,0
patronage,0
ing,0
turf,0
drunke,0
idiotic,0
idle,2
voyage,0
bulke,0
idleness,0
bluish,0
bellow,0
griefs,0
idly,0
rustic,0
idol,2
reuerte,0
invention,0
idolatry,0
contortion,1
flaring,0
iealousie,0
framework,0
ielly,0
mangle,0
button,4
iephta,0
stead,0
indolent,0
iest,0
rust,1
ifaith,0
sainte,0
legging,0
ight,0
endart,0
lug,0
took,0
demi,0
nerissa,0
ignorance,1
cleerely,0
ignorant,0
significant,0
demon,1
iibe,0
pit,0
illegal,0
lethargic,0
lewdnesse,0
illness,0
xv,0
illo,0
overfraught,0
illuminate,0
marrying,0
unkind,0
millingtary,0
foist,0
illustrate,2
miserable,1
contrivance,0
illustrationsx,1
insomuch,0
illustrative,0
image,1
134,1
location,2
overrated,0
vouchsafe,0
thank,2
imagin,0
bodkin,0
imagination,1
imagining,0
inhibition,0
imbark,0
invitation,0
gum,0
imbecile,0
img,0
immaculate,0
playthe,0
odds,1
opinion,5
immediate,3
immemorial,0
tossing,0
sement,0
immense,2
craze,0
cracke,0
let,27
temporal,0
stirre,0
electronic,27
66,1
immensely,0
immersion,0
imminent,0
mis,0
immolation,0
immortall,0
worldly,3
impair,0
imparted,0
colchos,0
impartial,0
impartially,0
fortunately,0
impassable,0
ghastliness,0
impassive,0
impatience,0
iangle,0
poorly,2
impatiently,1
impel,0
impenetrable,1
sustainance,0
scandall,0
begot,0
helter,0
impenitently,0
imperatively,0
imperceptible,0
defeate,0
imperfect,0
elegant,0
imperfection,0
vngalle,0
mildly,2
imperfectly,0
imperiall,0
vnsmirche,0
imperious,0
dose,0
preferred,1
subscribe,1
hilli,2
impertinent,0
para,0
inexorable,1
imperturbable,0
impetuously,0
impiety,0
pentonville,0
ingratitude,0
babe,0
germain,0
impious,0
timeless,0
consult,0
humility,2
increase,2
implant,0
tumbril,0
implement,0
implication,0
implicitly,0
water,10
turquoise,0
lusty,1
glassie,0
implorator,0
fiddle,0
insolence,0
porche,0
paly,0
imploringly,1
supernat,0
lamentable,0
import,0
important,1
lammas,0
waterside,0
untrimme,0
importunity,0
risk,0
impose,1
belowto,1
lighting,0
milliner,1
morn,0
impossibility,0
impost,0
humiliation,0
margin,26
releefe,0
imposter,0
outcry,0
prai,0
whirling,0
impotence,0
singe,2
fund,1
impracticable,0
flop,0
impressively,0
disregard,0
invocation,0
thinking,4
imprint,0
overhung,0
indentation,0
imprinted,0
impoverished,0
imprison,0
imprisonment,0
surface,1
impropriety,1
testily,0
impugn,0
impure,0
browser,0
impurity,0
unwin,0
impute,0
inability,0
splendour,0
divide,0
opposite,4
inaccurate,1
unheard,0
inappropriate,0
inarticulately,0
inasmuch,1
inaudible,1
anxiety,0
pittifull,0
inaugurate,0
inauspicious,0
winning,0
compose,1
inc,0
incapable,0
jumble,0
incarceration,0
falsely,0
incenst,0
skinny,0
incessant,2
botch,0
incident,0
boundary,0
incision,0
inclined,0
include,14
including,0
preliminary,0
upholsterer,0
incoherence,0
incontestable,0
incoherent,1
incoherently,0
crevice,0
lowly,0
preside,0
income,1
modestly,0
incommode,0
inconnect,0
thousand,4
suppliant,0
inconsolable,0
southerly,0
inconveniently,0
incorrigible,0
meanness,0
tremulously,0
solid,6
mercenary,0
sentimental,0
prosecute,0
balmy,0
musick,0
saluation,0
incredible,1
buckler,0
mankind,1
project,89
nicety,0
incredulous,1
stephano,0
devise,0
clothesman,0
incur,0
thankless,0
nap,0
indeauour,0
indebte,0
arch,0
benefit,1
indeed,16
relied,0
pay,14
indeede,0
willow,0
perfection,0
indefinitely,0
indemnity,1
iester,0
pomposity,0
indent,0
damp,1
pause,5
smoulder,0
indescribable,1
dwarfish,1
interfere,2
indian,0
partner,13
slave,0
nature,7
indication,0
indict,1
indictment,0
corner,11
indie,0
responsible,0
bloodshot,0
indifferent,0
rel,0
indigence,0
squealing,0
forgave,0
infinite,0
corney,0
indignant,0
indignantly,2
cato,0
indignation,0
calumnious,0
indirect,1
useful,1
left,3
indirectly,1
loaded,0
indispensable,0
inflammatory,0
jealously,0
indispensably,0
citizeness,0
glaze,1
indolently,0
indoor,1
induce,0
shake,15
scared,0
indue,0
shoone,0
obvious,0
lanthorn,0
industrious,0
high,14
industry,2
ineddicate,0
inestimable,0
dowrie,0
inspection,1
folly,0
mak,0
saviour,0
better,0
inevitably,0
inexplicable,1
significance,0
kild,0
philosophically,0
aloud,0
beleefe,0
lamps,0
pamphlet,0
seventh,2
omit,0
infallibly,0
infancy,1
infect,0
infection,2
infectious,0
necessarily,1
infer,0
tore,0
inference,0
inferiority,0
responsibility,0
kneele,0
dumple,0
infernal,1
infirmary,0
infirmity,0
unaltered,3
inflate,0
moity,0
williams,1
disgrace,0
beginner,0
perverse,0
characters,1
inflexible,0
interre,0
inflict,0
transparently,0
influential,0
inform,1
informant,0
promote,2
informe,0
substance,0
hearer,0
informed,0
informer,0
burden,0
infraction,0
loine,0
arithmetic,0
infringement,1
nob,0
perquisition,0
102,1
infus,0
ingag,0
regulation,0
ingenious,0
dowry,0
inhabit,0
exclaim,13
inheritance,0
iudge,0
murder,0
initial,0
precursor,0
initiate,0
intimated,0
straight,9
injunction,0
injur,0
united,11
injured,0
transcriber,2
floats,0
injurious,0
currish,0
mister,0
fun,0
injustice,0
detained,0
ink,0
inky,0
pitcher,0
lectur,0
peeble,0
innermost,0
surname,0
innocculate,0
innocent,1
innouation,0
presume,0
inqu,0
inquiries,0
prison,3
slight,4
document,0
gilt,0
forlorn,0
inquiringly,0
ensure,1
milkie,0
inquisitively,0
decanter,3
insatiate,0
warning,2
inscroll,0
inscrutability,0
beautiful,2
mermaid,0
inseparable,0
insert,0
insignificant,1
insolent,0
beach,0
instal,0
instantaneously,0
parti,0
intoxication,0
instantly,4
orchard,0
instinctive,0
instinctively,0
walable,0
behave,1
institution,0
instruction,0
fancy,3
francisco,0
instrumental,0
instrumentall,0
insufferable,0
insult,0
patientlie,0
thorne,0
roofless,0
insupportable,0
grieve,2
obscene,1
roof,4
endurance,0
crone,0
int,0
intangible,0
integrity,0
intellectual,2
sola,0
intelligent,1
impede,0
intelligible,0
intend,0
intense,1
heavenly,1
melancholy,4
puddle,0
intensity,0
lugge,0
ironmongery,1
ostentatious,0
intention,2
diurnal,0
malign,0
intently,2
cheff,0
inter,1
intercession,0
littleness,0
tickle,1
intercourse,2
interest,3
sunflower,0
interesting,1
whereupon,0
four111,1
interference,0
mender,0
extant,0
interim,0
unconstitutional,0
kerchief,1
interior,0
intermediate,1
promenade,0
parallel,0
international,1
interpose,0
steepest,0
interposer,0
charnel,0
interposing,0
wisedome,0
interpret,1
interr,0
interrogate,0
soothed,0
chivalrous,0
interrogatory,0
glanced,1
intersect,0
farth,0
lurk,1
doat,0
intersperse,0
intervals,0
intervene,0
property,3
boudge,0
interview,0
interviews,0
truely,0
intimacy,0
esile,0
moneth,0
intimating,0
disarm,0
intolerable,0
intolerably,0
cold,30
chime,3
intoxicate,0
fuel,2
gentlewoman,0
intreat,0
cynthia,0
intreate,0
intreaty,0
likewise,1
intricacy,0
safety,0
intricate,1
intrigue,0
introduce,1
introduction,0
porringer,0
introductory,0
velvet,0
intrusion,0
inuentor,0
poleak,0
inuite,0
enters,0
mightiest,0
lieve,0
invaluable,0
somehow,3
invective,0
strut,0
shuffle,1
heart,32
invent,0
invest,0
unbidden,0
investigation,0
leaden,0
investment,1
bred,1
invoke,0
involuntary,0
confirmation,1
involve,1
hither,3
inwalable,0
equality,0
inwardly,0
iocond,0
cam,0
iohn,0
mortgage,0
uds,0
iot,0
bailiff,0
iouerney,0
communicative,0
iournie,0
ioy,0
ioyes,0
mustachio,0
bestowing,0
ioyne,0
ioyntly,0
ire,0
iron,8
assure,5
irrelevant,0
county,0
princely,0
earthy,1
praier,0
irreligious,0
irresistible,2
irresolute,0
arouse,0
irresolutely,0
irresolution,1
guiltlesse,0
irreverent,0
irruption,0
irs,1
isbn,1
tragedian,0
coachman,0
aid,1
lammastide,0
bbox,1
pioner,0
island,1
inspect,0
islington,0
xxxiv,0
isolate,0
issue,2
italian,0
itch,0
iudgements,0
contriue,0
iuggel,0
replying,0
iumpe,0
notre,0
iustice,0
glory,1
1513,0
iuyce,0
ivory,0
jack,1
snail,0
conclusive,0
joviality,0
jackal,0
100,2
leg,9
jacques,0
jailor,0
interpreter,0
onslaught,1
jalousie,0
halloa,1
pinion,1
jamaica,0
wrench,1
mislaying,1
overturn,0
busine,0
jangle,0
jar,0
wonderment,0
mans,0
neglect,2
jargon,0
official,3
jarring,0
jaunce,0
shadowing,1
jezebels,0
ject,0
perchance,0
jeer,0
jem,0
periodic,1
jerk,0
soothingly,0
retain,0
107,1
jessamine,0
jessica,0
urgently,1
relax,1
jesting,0
jesu,0
committing,0
jewel,0
jewellery,0
honour,5
hamme,0
forestall,0
jewish,0
gau,0
jews,0
carnall,0
ballad,0
jingle,0
retaliative,0
jingling,0
driue,0
jinte,0
complain,0
job,0
jobbing,0
jocularity,0
joe,22
perversion,1
jog,0
unnatural,0
61825,0
join,6
monosyllable,0
joining,0
jointed,0
jointure,0
ushering,0
janus,0
joker,0
prouide,0
manufacture,0
jolt,0
raggedest,0
jorum,0
jostle,1
province,1
lag,0
conciliate,0
fier,0
magnus,0
jour,0
themselue,0
already,4
journal,0
joyous,0
joyously,1
joyousness,0
otherwise,2
judas,0
judgment,2
sleep,5
judicious,0
jug,4
jul,0
function,0
juliet,0
purposely,0
dewelop,0
kidnapping,0
july,0
coquette,0
jumbled,0
minstrel,0
jump,0
fleming,0
notwithstanding,3
juncture,0
prize,2
junior,0
havin,0
jupiter,0
justify,2
spot,2
aragon,0
justly,0
drumme,0
kags,0
keen,0
windpipe,0
urn,0
rag,3
keene,0
gasp,2
keener,0
worrit,0
keenness,0
keepe,0
thisby,0
keeper,0
keepin,0
burglar,0
ken,0
stooped,0
harry,0
kennel,0
kensington,0
message,0
kep,0
resound,0
genteel,0
kept,0
ketch,0
lack,0
sorceress,0
key,4
kicke,0
plan,0
kil,0
kin,1
kind,26
flaw,0
kindre,0
church,9
kine,0
proscribe,0
compass,0
brewery,0
kings,0
knees,2
hasten,1
kitten,0
tortuous,0
gesticulation,0
poysone,0
knack,0
knaue,0
knauery,0
unfortunate,0
scarcity,0
pilgrimage,0
knauish,0
mason,0
knee,7
regret,3
kneel,0
drug,0
knew,0
surprising,1
heerein,0
knife,2
three69,1
nakedness,0
knit,0
afore,0
loquacity,0
humbler,0
accursed,0
bosom,0
knock,7
knotted,0
breathless,2
knottiest,0
pantomimic,0
knotty,0
knowe,0
knowest,0
tilt,0
bewildered,0
knowledge,3
occur,2
inversion,0
exordium,0
compeer,0
pane,0
steeple,1
knavish,0
illume,0
known,0
laboured,0
skirt,3
appropriate,1
knuckle,0
la,0
teen,0
laban,0
tranquillity,0
conspirator,0
pillory,0
whirlpool,0
remaster,0
iso,1
laboriously,0
sort,8
lacke,0
distracted,0
laconic,0
wrung,0
lad,3
essence,1
aduantage,0
ladder,1
emigrant,0
laden,5
numskull,0
ladie,0
lading,0
mustard,1
ladiship,0
figure,8
2020,0
ladle,0
ladybird,0
laer,0
lagging,0
founder,3
nation,0
laide,0
lain,0
dilate,0
poverty,2
laine,0
unguarded,0
heartily,7
lamb,0
frustrate,0
lamed,0
approbation,0
methink,0
painting,0
shark,0
lament,0
lamentation,1
decently,0
lamma,0
proffered,0
lamound,0
fulfil,0
lamplighter,2
anxious,2
landlady,0
whirled,0
deprecatory,0
landscape,0
inside,3
language,2
leaperous,0
butter,1
languish,0
neighbours,0
contribution,2
bookes,0
lank,0
talker,0
footsore,0
lanke,0
lately,1
magnificoes,0
lappel,0
lapwing,0
rocks,1
lar,0
liability,3
larceny,0
monde,0
paw,0
lash,1
latch,0
latent,2
petrification,1
later,2
performe,0
deiecte,0
latin,0
principally,0
latter,4
dear,26
lattice,0
laudable,0
laudanum,0
soundly,0
lateness,1
laughable,0
laughing,3
sixe,0
angel,2
agency,0
drubbing,0
laughingly,0
laughter,3
lauk,0
xxxii,0
launch,0
maybe,0
perfume,0
prise,0
whiffe,0
immature,0
law,11
feller,0
lawless,0
theory,0
lawyer,0
blucher,0
lay,10
fleece,0
investigate,0
layer,0
lazy,0
lazybone,0
le,0
lead,9
beadleship,0
leader,0
league,1
liking,0
baptiz,0
leaky,0
awaricious,0
leane,0
leaning,1
pop,0
faithless,0
leapt,0
learn,5
learning,0
nay,1
least,4
leasure,0
cliff,0
leather,0
leaue,0
leave,42
lecture,0
ledger,1
narrow,3
leech,1
leer,0
cockolorum,0
leetle,0
ouerthrowne,0
legal,2
legion,1
noisy,1
late,4
infallible,0
minist,0
lemon,2
lend,0
sayes,0
paving,0
lengthen,0
forgetting,0
lenten,0
lenton,0
leonardo,0
reel,1
leprosy,0
warm,10
onward,1
less,7
lest,1
letcherous,0
twas,0
transcribe,1
lethe,0
heartless,0
makes,0
letting,0
isleworth,0
lettuce,1
dardanian,0
luckily,0
girdle,0
leuell,0
leuies,0
level,0
leysure,0
cheveril,0
li,0
mutely,0
sagacious,0
fitting,0
liable,2
beacon,0
liar,0
wagoner,0
sixteene,0
libel,0
welcome,1
cart,3
liberall,0
onion,3
liberty,0
library,1
noyse,0
lick,0
bringing,0
liege,0
retort,3
lieu,2
rialto,0
lifeless,0
member,3
lifetime,1
lifting,1
ligature,0
lighten,0
calling,1
lightens,0
lighter,0
ruin,2
await,0
occurrence,0
pestilent,0
premium,0
lightning,0
beame,0
liii,0
like,66
likeliest,0
likelihood,0
likely,5
potato,5
masterpiece,0
likeness,1
likest,0
juggle,1
limb,1
additional,4
limbe,0
shrow,0
scullery,0
limbes,0
limbkins,0
limbs,0
kinchins,0
limitation,3
rug,0
playfully,0
imbue,0
limited,3
deduct,0
line,5
gallantries,0
ill,6
lineament,0
linen,1
olive,0
linenum,1
charter,0
advisable,0
ling,0
op,0
link,8
linstock,0
lipps,0
liquor,0
lethargy,0
lisbon,0
balanced,0
listen,7
literally,1
litter,0
liue,0
liuer,0
bordeaux,0
live,22
lived,0
pleas,0
weed,1
purse,1
livelihood,0
lively,0
livia,0
livid,2
mrs,34
environ,0
displea,0
living,0
owne,0
lo,0
load,0
nettled,0
diem,0
loading,0
make,74
til,0
loaf,0
loathsome,0
dissonance,0
lobby,0
closing,0
lobster,1
local,0
locate,4
lockt,0
lodge,0
salarino,0
loe,0
loft,0
lofty,2
solemniz,0
logget,0
knell,0
loin,0
loiter,1
loitered,1
neerer,0
stupid,0
sheath,1
loitering,0
gloom,4
loll,1
ashes,0
lombard,0
lome,0
lone,0
loneliness,0
proceedings,0
attentively,1
lonelinesse,0
wilful,0
waxwork,0
longed,1
daze,0
longevity,0
susceptible,1
slew,0
look,72
confuse,0
looker,1
fast,6
loophole,1
loosely,1
loosen,0
lor,0
artire,0
lord,6
losberne,0
loss,1
faebd0,0
occurrent,0
losse,0
sue,0
fluctuate,1
lot,2
lott,0
flourish,0
lottery,0
loud,3
louder,0
loudly,3
rumble,0
louer,0
louingly,0
louis,0
lounge,0
lov,0
love,12
hark,1
loves,0
low,8
mocker,0
india,0
lowdly,0
lull,0
enabled,0
lowest,0
ancestral,0
loyalty,0
overthrow,0
lt,0
possesse,0
lubberly,0
independence,0
lucentio,0
lucio,0
interline,0
outermost,0
luck,0
lucky,0
ludgate,0
ludicrous,0
mortall,0
lumber,2
redouble,0
lump,0
yellow,4
lunacie,0
undisguise,0
lunatic,1
saunter,0
lunch,2
lure,0
waifs,0
marrow,1
vociferate,0
unbuilt,0
lushe,0
xxxiii,0
lustily,1
winter,5
lustreless,0
lustrous,1
plead,3
luxuriance,0
oblivious,0
luxurious,1
passer,0
gig,1
lynx,0
machine,1
wow,0
madam,0
meant,0
madame,0
madden,0
unruly,0
peppermint,0
made,0
mader,0
mammet,0
kiss,7
madg,0
responsiue,0
madgst,0
libertie,0
normandy,0
country,6
madhouse,0
madly,0
ground,10
madmen,0
madnesse,0
magpie,0
magic,0
german,0
magician,0
romance,0
abrupt,0
magicke,0
noise,6
disdainful,0
overcast,0
placidly,0
magisterial,0
magnanimous,0
determine,1
magnificoe,0
magot,0
mahogany,0
maid,0
maiden,0
maidenhead,0
watchfully,0
2001,1
maidenhood,0
brilliant,1
mettle,0
maidenly,0
untangle,0
maiesticall,0
exercise,0
bank,0
milk,0
maiestie,0
maiesty,0
disorganised,0
ponderous,1
maim,0
characteristics,0
concert,0
fye,0
perilous,0
darke,0
majesty,0
kith,1
male,0
annuall,0
malevolent,0
philanthropy,0
malice,0
mince,2
moralise,0
cunningly,0
mall,0
exposition,0
defend,0
gamut,0
maltreat,0
sinnewes,0
dabe,0
manage,0
internet,0
manager,0
manet,0
spi,0
manette,0
loathe,0
mania,0
sweepin,0
confesse,0
manifest,0
manifestation,0
manners,0
mantelpiece,0
primall,0
directing,0
mantelshelf,0
mantle,1
manufactory,0
parricide,0
map,1
mar,0
marble,0
hilding,0
merchantability,0
feat,0
marcell,0
orleans,0
marched,0
marching,0
endur,0
hoarser,0
nobly,0
mark,5
smoothing,0
shoue,0
marke,0
marked,1
wend,0
market,2
addresse,0
h4,1
marketing,1
wos,0
sublime,0
ingress,0
marquis,0
marr,0
agree,10
marriage,3
merchandise,0
precepts,0
marrie,0
marry,2
peepe,0
marshy,0
mowe,0
mart,0
jeremiah,0
martha,11
martial,0
crazy,0
martiall,0
maruel,0
persecute,1
marvel,0
marvellously,0
sleeping,0
secrecie,0
fancied,0
hop,0
masque,0
masquer,0
mass,0
inlarg,0
insculp,0
massacre,0
wondrous,0
millstone,0
masse,2
dugge,0
massie,0
pleasantly,2
master,15
rapturously,0
masterless,0
masterly,0
masters,0
physicke,0
mat,0
mate,0
material,0
materially,0
sift,0
mathematics,0
remonstratory,0
matine,0
matrimony,0
matron,2
matted,0
matter,7
mattress,0
reddish,0
mature,1
abroad,2
foreseen,0
maturely,0
maturity,0
orchestra,1
unrest,0
handed,0
outside,8
maylie,0
polake,0
used,0
mayn,0
yo,2
cram,1
mazard,0
maze,0
raff,0
laerte,0
lesse,0
original,4
shirt,2
locality,0
meadow,0
forgiue,0
meagreness,0
squeeze,2
meal,0
ability,0
moon,1
mealtime,0
mealy,0
meane,0
mugger,0
meanes,0
meanest,0
slaughter,0
meaning,2
paragraphs,0
mannerly,0
meanly,0
meantime,0
measle,0
officiate,0
pesant,0
spyer,0
battery,0
measurement,0
peculiarly,0
acquainted,0
meat,3
creditable,0
lengthened,0
meats,0
evrã,0
mechanically,0
exactly,1
meddlesome,0
mediation,0
medical,0
meditate,0
meditating,0
meditative,0
barbarous,0
medlar,0
partial,0
meere,0
meete,0
rifting,0
meeting,1
melan,1
mell,0
partition,0
melodramas,0
melody,0
breeding,0
merit,0
melt,2
wilt,0
doctor,0
misadventure,0
necke,0
poltroon,0
members,0
membership,0
memorable,0
waistcoate,0
memorie,0
memory,2
114,2
menace,0
auoid,0
menacingly,0
covertly,0
mere,5
unavailing,0
menagerie,1
mend,0
brassy,0
menial,0
parsonage,0
pr,0
meek,0
merchantibility,1
mercifully,0
mercutio,0
merest,0
merge,1
breathlessness,0
merino,0
sport,2
merrily,0
comparison,0
mes,0
messenger,2
aim,0
metallic,0
commercial,1
mortally,0
abr,0
metempsychosis,0
prime,1
gamfield,0
methought,0
metle,0
spill,0
metropolis,0
hand,81
metropolitan,0
sit,34
mew,0
mexico,0
19337,1
mget,0
commending,0
mickle,0
middle,6
elapse,0
achievement,0
middlesex,0
bolter,0
opening,1
orth,0
midnight,1
ophelia,0
weight,4
caen,0
chest,0
palatine,0
midwife,0
darkest,0
nimbly,0
midwifery,0
hearers,0
mightily,0
drat,0
immeasurable,0
mightst,0
newgate,0
trample,0
spout,0
milche,0
rigour,0
milder,0
mildew,0
milestone,0
military,0
miller,1
dummy,0
million,1
patient,4
mindful,0
mindfulness,0
seating,0
65,1
lightness,0
minds,0
disrespectful,0
miner,1
affray,0
minerall,0
loser,0
minister,1
minutes,0
miracle,1
mirage,0
mirth,1
misadventur,0
kindred,1
miscarry,0
rogue,0
mischance,0
aweer,0
mischief,0
misconst,0
misdirect,0
rider,0
hoist,0
miser,0
miserably,0
misfortune,0
misgive,0
heere,0
mollify,0
promptly,0
misgiving,0
innocently,0
mislike,0
beget,0
mismanagement,0
ertrip,0
missheathe,0
glided,0
missionary,0
mississippi,1
misspent,0
mist,6
mista,0
mistake,1
visage,0
urine,0
mistaking,0
moss,1
leafless,1
mistempered,0
mistletoe,3
exasperation,0
equidistant,0
mistooke,0
misty,0
mixed,0
wine,6
pende,0
mixture,1
moaning,4
tenure,0
moaningly,0
mockery,0
choleric,0
mode,0
bed,35
prest,0
struggled,1
expose,1
moderate,0
swoon,1
begun,0
moderately,0
shorten,0
busie,0
modesty,0
modicum,0
moist,1
away,24
moisture,0
power,9
moment,20
momentarily,0
foray,0
dine,5
monday,1
murmur,1
mone,0
peasant,0
plodding,0
placentio,0
money,10
monger,0
sauiour,0
monkey,0
monks,0
montague,0
explosion,0
montferrat,0
damnation,0
month,2
pallet,0
monthly,0
loveliness,0
mony,0
mood,1
physic,0
repulsiveness,0
moodily,0
moonlight,0
evidently,0
moonlit,0
moore,0
moral,1
morality,0
morally,0
stabb,0
moreover,0
roast,2
proiect,0
morne,0
ejaculate,0
morocco,0
external,1
morrice,0
hoarse,0
nill,0
district,0
morris,0
disapprove,0
heigh,0
motioning,0
reechie,0
nervous,3
emitted,0
morrow,7
etexts,0
morsel,0
vapouring,0
mortal,3
indicate,2
perseverance,0
mortifying,0
scull,0
portia,0
generous,5
mortiz,0
mote,0
much,38
multitude,2
discompose,0
motherly,0
madman,0
motionless,2
undervalu,0
celebrate,1
horsebacke,0
peasantry,0
thingummy,0
motiue,0
motive,0
moue,0
weightier,0
bat,0
nostril,0
mould,0
waterspout,1
saffron,0
heated,1
moulder,0
doore,0
hour,18
mouldy,1
mount,2
oge,1
mountaine,0
mountebank,0
mountebanke,0
coverlet,0
mounted,0
mournful,3
curiousity,0
mournfully,0
lightly,2
mourning,0
portentously,0
guilty,1
mouse,1
xxxviii,0
augury,0
moustache,0
relaxed,0
mov,0
mower,0
mr,19
muddy,0
muffins,0
venerable,0
aboard,0
muffle,0
mug,0
screw,3
elevate,0
drudge,0
mull,1
gentility,0
mumble,1
munifi,1
murd,0
murky,0
primus,0
cutlass,0
murmured,0
murthere,0
pierce,1
merciless,1
murtherer,0
mus,0
muscle,0
salerio,0
muse,1
overrun,2
music,6
section,8
physically,0
brood,2
musical,1
smoke,3
musician,0
naught,0
musing,0
musingly,0
discontent,0
musketeer,0
mute,0
59,1
learnt,0
mutine,0
apprehension,0
mutiny,0
myraculous,0
mysterie,0
mysterious,1
mysteriously,0
mystery,2
mystification,0
peculiarity,0
company,11
aspiration,1
plaid,0
unscrupulous,0
naked,2
yeoman,0
distortedly,0
name,17
nameless,1
namesake,0
naming,0
casual,0
nankeen,0
sudden,3
quest,1
liquid,0
obstacle,0
narrate,0
goest,0
narrative,0
nasty,0
trusting,0
crowded,0
naturall,0
bounteous,0
naue,0
abstractedly,0
event,3
naughty,0
iustly,0
nazarite,0
ne,0
deem,0
nearer,0
forsooth,0
nearly,6
hore,0
neat,0
beneficial,0
necessary,3
necessitate,0
polonius,0
watcht,0
neck,4
neckcloth,0
allowable,0
need,3
pallid,0
commodity,0
needful,0
needfull,0
coil,1
needle,3
needly,0
needs,1
sarse,0
negative,1
negligence,1
negligently,0
negro,0
gentlemen,1
neigh,0
copper,2
fred,11
neighborhood,0
neighbourhood,0
h6,1
pleaded,0
neighbourly,0
frontispiece,1
neither,1
noake,0
amusing,0
nell,0
nemian,0
nero,0
swathe,0
nerue,0
avoidance,0
nerve,0
nervously,0
mon,0
nest,0
travel,5
nestled,0
sipped,0
pacifically,0
construe,0
mam,0
neuf,0
night,35
nevertheless,1
caesar,0
fennell,0
newe,0
incumbent,0
newly,0
news,1
cloak,0
newsletter,1
newspaper,1
betake,0
newtrall,0
inlay,0
nicely,0
nickname,0
niggard,0
exterminate,0
active,3
outset,2
pressed,1
nigger,0
nightingale,0
nightmare,0
yesty,0
brighten,0
nimble,0
nimph,0
nine,3
predominant,0
nineteen,0
ninety,0
ninth,0
nip,2
wisely,0
nipple,0
niver,0
noah,0
luxury,1
noble,2
consideration,0
nod,0
nodded,0
noindent,0
immeasurably,0
lightnesse,0
noisome,0
vnto,0
non,1
towelling,0
hooray,0
nonsense,0
beck,0
grimness,0
normal,0
norman,0
saucer,0
protã,0
north,1
northward,0
model,0
nose,7
bet,0
nosegay,0
not,12
mansion,2
nosey,0
pothecary,0
notability,0
notary,0
nothink,0
pilaster,0
ayde,0
inlet,0
noticeable,0
noticing,0
err,0
notorious,0
richness,0
leaf,1
noun,0
nourish,0
nourishment,0
charly,0
novel,0
somebody,3
drowsily,0
occasion,2
november,0
popt,0
liu,0
nowise,0
nudge,0
nudging,0
maids,0
lair,0
nuisance,1
hopelessness,0
numbered,0
cluck,1
nun,0
force,3
nunnerie,0
nuptial,0
nur,0
soho,0
pickle,0
nutmeg,0
oaken,0
reconcile,1
